objectid_1,objectid,name,folderpath,symbolid,altmode,base,clamped,extruded,snippet,popupinfo,shape_leng,name_1,name_of_gr,permit_dat,area_offic,net_planta,planted_as,concession,source_of,additional,shape_le_1,globalid,shape_Length,shape_Area
111,111,Boustead Mapai OP,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Boustead Sarawak",3,0,0,-1,0, , ,0.42075093,Boustead Mapai OP,Boustead,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.42075093,{327FD90F-7CE5-4110-AF41-FB7D0A8A3DED},46854.5251804024,27946192.0330536
112,112,Boustead Bawan OP,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Boustead Sarawak",3,0,0,-1,0, , ,0.27298167,Boustead Bawan OP,Boustead,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.27298167,{B4A3B4AE-0D65-4504-B5DE-6A8C7EF431A6},30398.456067354,17505754.0905923
113,113,Boustead Jih OP,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Boustead Sarawak",3,0,0,-1,0, , ,0.57662211,Boustead Jih OP,Boustead,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.57662211,{D11A62D8-5F58-48A6-B9BA-2EE567179698},64213.5135191493,61620453.2402876
114,114,Sg Lelak oil palm estate,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Boustead Sarawak",1,0,0,-1,0, , ,0.45753927,Sg Lelak oil palm estate,Boustead,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.45753927,{09B5A23C-7A07-4D05-A3A5-1F6D5C50F91B},50999.6950447722,66981494.0143328
115,115,Bukit Limau oil palm estate,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Boustead Sarawak",1,0,0,-1,0, , ,0.41919772,Bukit Limau oil palm estate,Boustead,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.41919772,{01E276FB-3E83-4527-BD6F-14678644557A},46705.991315042,53121770.5441331
116,116,Loagan Bunut oil palm estate,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Boustead Sarawak",1,0,0,-1,0, , ,0.26825176,Loagan Bunut oil palm estate,Boustead,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.26825176,{B4275579-7006-4718-8FF5-51CCC2B36DE5},29888.7707509074,41404943.332705
117,117,Melor Gemilang,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Tradewinds Sarawak",7,0,0,-1,0, , ,0.44378704,Melor Gemilang,Tradewinds,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.44378704,{ACD617A8-1A6C-4F7D-BC5D-1D2540054D0B},49409.0026997955,87908527.9959378
118,118,Trusan,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Tradewinds Sarawak",1,0,0,-1,0, , ,0.31564618,Trusan,Tradewinds,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.31564618,{02276116-506F-49FE-9ED3-8F463F2E5AC5},35201.021771885,45751533.1081638
119,119,Suai,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Tradewinds Sarawak",1,0,0,-1,0, , ,0.28742617,Suai,Tradewinds,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.28742617,{450EBB18-C729-44CF-9E55-CD1612ED488C},32035.9991432056,35991556.4173917
120,120,Merapok,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Tradewinds Sarawak",1,0,0,-1,0, , ,0.27365902,Merapok,Tradewinds,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.27365902,{99C1A4EF-8159-4BCF-9F61-31B1C812380D},30524.8084348313,24824275.8636958
121,121,Trusan,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Tradewinds Sarawak",1,0,0,-1,0, , ,0.16874581,Trusan,Tradewinds,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.16874581,{E1038AD9-2895-4AE8-B723-8AEF5D80132D},18819.0865780305,17643607.8797125
122,122,Saremas II (Kaminsky),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Wilmar Sarawak",1,0,0,-1,0, , ,0.25610976,Saremas II (Kaminsky),Wilmar,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.25610976,{C427EF62-0101-4C53-B3EA-8C361B2124E6},28538.5680646059,47709303.363972
123,123,Suburmas,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Wilmar Sarawak",1,0,0,-1,0, , ,0.25198493,Suburmas,Wilmar,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.25198493,{17824BAA-A846-47C0-A55A-00A13EF0D3DA},28080.1365210066,44819699.6843819
124,124,Segarmas,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Wilmar Sarawak",1,0,0,-1,0, , ,0.27867345,Segarmas,Wilmar,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.27867345,{DA9A9CDE-83F8-4CAE-8122-E97C78D68016},31041.9073426233,45366901.4335726
125,125,Suai,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Wilmar Sarawak",1,0,0,-1,0, , ,0.36021252,Suai,Tradewinds,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.36021252,{67FB416F-7693-4D85-8FAD-28F62BA5C1C6},40137.2201554077,54043569.0780865
126,126,Saremas I,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/Wilmar Sarawak",1,0,0,-1,0, , ,0.47850002,Saremas I,Wilmar,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.47850002,{128E4052-8C7E-420C-9F1E-CA56ABF8AB08},53311.8903330017,97082484.7748053
127,127,Ladang Tabung Haji,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/THP oil palm",1,0,0,-1,0, , ,0.48003743,Ladang Tabung Haji,THP Oil Palm,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.48003743,{112B2683-56D0-48EE-B76D-2CD51D7A9D0B},53476.5853640333,61771369.1557653
128,128,PO Block C,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/THP oil palm",1,0,0,-1,0, , ,0.13758127,PO Block C,THP Oil Palm,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.13758127,{7E9C7018-9FFF-4F83-AC6A-78F66612CAB1},15317.2671131731,7784042.17668564
129,129,PO Block D and E,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/THP oil palm",1,0,0,-1,0, , ,0.21078356,PO Block D and E,THP Oil Palm,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.21078356,{E76869C4-6460-413C-A5A2-9FEC07B6B0CE},23470.3252234771,13614417.2978478
130,130,PO Block F,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/THP oil palm",1,0,0,-1,0, , ,0.16784438,PO Block F,THP Oil Palm,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.16784438,{1E72596A-C2A3-4508-AB14-382CF41C389A},18687.0642606152,17598779.3991962
131,131,PO Block G,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/THP oil palm",1,0,0,-1,0, , ,0.17295964,PO Block G,THP Oil Palm,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.17295964,{FA148692-17C3-40EA-94D9-6096838120D1},19259.8364825424,10330269.4185977
132,132,PO Block H,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/THP oil palm",1,0,0,-1,0, , ,0.13610384,PO Block H,THP Oil Palm,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.13610384,{305F0030-35FB-47F4-8C4D-5123C52E38A4},15155.5292777163,7420127.63204683
133,133,PO Block B,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/THP oil palm",1,0,0,-1,0, , ,0.23687638,PO Block B,THP Oil Palm,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.23687638,{5788126A-D1D1-410D-B8C0-69EC2F28EC47},26373.4071608132,20688800.744919
134,134,PO block A,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/THP oil palm",1,0,0,-1,0, , ,0.11954924,PO block A,THP Oil Palm,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.11954924,{877BD52D-8F9F-4AC5-9A83-5BA04B5466AA},13310.9851006977,9736292.48105808
135,135,Kenyalang Resource II,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/THP oil palm",1,0,0,-1,0, , ,0.25673909,Kenyalang Resource II,THP Oil Palm,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.25673909,{C761E9B6-CF90-48EF-8A6A-22F3391425FE},28584.7742052301,29386442.7526107
136,136,Kenyalang Resource 1,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/THP oil palm",1,0,0,-1,0, , ,0.43998296,Kenyalang Resource 1,THP Oil Palm,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.43998296,{71B0E672-0BAA-4EA3-A79B-8D8E87BCBE9A},48987.9294161763,71386735.7514872
137,137,Sebubu Sdn Bhd,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/No Name (source:SAM!)",1,0,0,-1,0, , ,0.21959254,Sebubu Sdn Bhd,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.21959254,{7217F9C8-20EC-4E48-8242-401939A08638},24468.7593713719,32575477.6219406
138,138,Usaha Sepada Sdn Bhd,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/No Name (source:SAM!)",1,0,0,-1,0, , ,0.27507488,Usaha Sepada Sdn Bhd,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.27507488,{70DC604D-8C08-4AE4-8F32-D3852D7A71BB},30652.9691972165,51407090.2615116
139,139,Untitled Polygon,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/No Name (source:SAM!)",1,0,0,-1,0, , ,0.42960774,Untitled Polygon,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.42960774,{28C2A8FF-A6F7-4CA8-A753-6A96278BD214},47857.9761500354,84081707.8339967
140,140,Untitled Polygon,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/No Name (source:SAM!)",1,0,0,-1,0, , ,0.33868515,Untitled Polygon,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.33868515,{5276D751-1D92-4614-B056-875C9A054098},37737.2767338789,54257221.3494971
141,141,Untitled Polygon,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/No Name (source:SAM!)",1,0,0,-1,0, , ,0.30726179,Untitled Polygon,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.30726179,{0834827A-8AAE-45B9-BB4E-A103CCAA0407},34223.4344256805,29889671.0188763
142,142,Untitled Polygon,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/No Name (source:SAM!)",1,0,0,-1,0, , ,0.39709892,Untitled Polygon,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.39709892,{AB80821F-8FEB-43B8-9AB8-4086067A9474},44244.7276629054,59145866.1736132
143,143,Sg Pandan OPP,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/No Name (source:SAM!)",1,0,0,-1,0, , ,0.34927092,Sg Pandan OPP,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.34927092,{B38E08A0-3EEF-4EB5-97EA-308464CA126C},38910.5881546558,40042168.7979344
144,144,Untitled Polygon,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/No Name (source:SAM!)",1,0,0,-1,0, , ,0.15629158,Untitled Polygon,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.15629158,{BD6D34DD-DC5E-4F18-83D2-B03971FF0BD1},17412.4352570024,18321710.5573649
145,145,Untitled Polygon,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/No Name (source:SAM!)",1,0,0,-1,0, , ,0.41143904,Untitled Polygon,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.41143904,{4B150F21-6451-411E-B836-DCB4D363F57D},45880.4994729946,66470240.3770972
146,146,PELITA ilham,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.3897964,PELITA ilham,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.3897964,{B45E0ECB-8626-4C39-8667-9EEDBDAF1727},43465.6360940195,41479204.5976467
147,147,Tawakal Megah,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.2625125,Tawakal Megah,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.2625125,{08130E1B-F5D7-4736-A958-D24488789815},29269.0747827621,47313239.4961347
148,148,Victoria Square Engkilo I,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.26013213,Victoria Square Engkilo I,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.26013213,{52F6298E-29F6-47A0-89A4-0BAD6F0E55DF},28972.6436919711,25864616.460401
149,149,PELITANAH,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.40719238,PELITANAH,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.40719238,{3A40F016-9496-43B3-93BA-AFBBC1FA92CA},45356.8642362869,117850554.771518
150,150,Utahol OPP,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.28616561,Utahol OPP,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.28616561,{AEE987B9-92FD-4484-8FEB-18C5AEEF4458},31906.6927532782,65847811.4294056
151,151,PELITA MATU (Senandung Mesyhur SB),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.36350305,PELITA MATU (Senandung Mesyhur SB),Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.36350305,{D6B4963B-91ED-49DB-88D9-597FEBBEE31A},40479.9766347468,62260328.5235715
152,152,BLD,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.7633068,BLD,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.7633068,{C5C9DF0C-C805-4172-9963-155CD7BCCBD4},85023.064911282,206619767.43
153,153,Hua Seng Plantation Sdn Bhd,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.44341953,Hua Seng Plantation Sdn Bhd,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.44341953,{2CC9901E-0DA1-4BBB-B326-C1EC735AA843},49381.8386781995,91831058.2127846
154,154,Retus Plantation 1,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.37840545,Retus Plantation 1,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.37840545,{DF44E435-9AD6-4944-8A43-986B0062A4C9},42149.1541659251,42144826.9120189
155,155,Retus Plantation II,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.24275294,Retus Plantation II,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.24275294,{E4E6D8B9-04D7-4F25-A05C-7A6D16B8C49D},27035.1533432682,20018311.2254394
156,156,Retus Plantation III,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.18339547,Retus Plantation III,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.18339547,{008BD0C3-AC72-4DA4-95B1-6AE531056B04},20426.9003648949,15368367.5887719
157,157,Lemasan Sdn Bhd,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.26648033,Lemasan Sdn Bhd,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.26648033,{8E82FD92-02C6-4F0B-9AF8-C36BD9055942},29684.4557471611,30247072.6503581
158,158,Ekran Plantation,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.74553865,Ekran Plantation,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.74553865,{4FF83393-97D7-4C96-AEA7-5577D5E39CA2},83044.9699607854,103198446.157055
159,159,PELITA DARO,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.30916745,PELITA DARO,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.30916745,{FEBDC413-E430-4147-BC35-99CFC5FF7E7F},34441.2226060763,45920503.9883026
160,160,Jobenar Raya,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.24455477,Jobenar Raya,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.24455477,{49E317D0-5192-4E72-A3B3-AB175743D5DC},27241.8331550365,25843136.1547269
161,161,KUB Sepadu,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.26338021,KUB Sepadu,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.26338021,{1FDED6A7-96B3-42E2-AAB2-A7B89AC88F35},29333.3666223147,25577331.9753222
162,162,Sarawak Enterprise (Solid OPP),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, ,Located near Bakun Resettlement Schemes,0.18191219,Sarawak Enterprise (Solid OPP),Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.18191219,{747EE6B5-F176-4FD2-B175-323154264A16},20267.2756805041,14463695.6205055
163,163,Permodalan Asar,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.49859904,Permodalan Asar,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.49859904,{3B6DC615-5B5C-4223-B4D1-45A8AD08A6F5},55535.9302372561,83748272.2522833
164,164,SOLAR Green,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.28865556,SOLAR Green,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.28865556,{ADFBBB24-DA73-49ED-A4B8-56EEC9BA539F},32147.9293301468,55531668.2248264
165,165,Majrani corporation,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.29040594,Majrani corporation,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.29040594,{6442EDE2-54CE-4A43-B60E-499178F51114},32359.0116248566,39226751.2365035
166,166,Victoria Square Engkilo II,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.19608554,Victoria Square Engkilo II,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.19608554,{21C9FC1F-2E37-4C97-AEA3-C711B789DEBB},21840.6773556414,23621211.7507732
167,167,Rinwood Pelita (not IOI),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.3397416,Rinwood Pelita (not IOI),Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.3397416,{3D102848-20EC-4CD8-BF01-F8D9FEA0C707},37838.9580063799,66600212.9941271
168,168,Keresa Plantation,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.3148958,Keresa Plantation,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.3148958,{22BBA319-BB8C-49E8-86AA-61064FC40557},35075.0850219638,44424669.5673035
169,169,Lembaga Amanah Majlis Negeri Sarawak,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.36203877,Lembaga Amanah Majlis Negeri Sarawak,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.36203877,{FD506CB9-6762-463E-B3C4-3D7FAFD1D59B},40324.5945992371,62766058.073143
